Username,Rank,CurrConSolved,time_taken,total_fail,ContestCnt,Total_solved,CurrRating,rating_jump,Reputation,active_days,rule_score,lof_normalized,final_score,suspicious,rating_bucket,triggered_rules
ujan3331,5067,3,3394,4,11,124,1737,211,0,329,0.0,0.08052980289499731,0.08052980289499731,False,C (1600-1800),
sazidzero,1339,4,5924,7,5,138,1838,238,0,50,0.0,0.08052394624265717,0.08052394624265717,False,B (1800-2000),
Userkkt,2626,3,3723,0,17,663,1968,401,3,350,0.0,0.0805021266268644,0.0805021266268644,False,B (1800-2000),
Srishti_Singh02,9304,2,1991,0,23,349,1566,113,0,434,0.0,0.08049729477411476,0.08049729477411476,False,D (<1600),
vishal28v,8107,3,5666,2,11,306,1492,77,0,196,0.0,0.08047329709443837,0.08047329709443837,False,D (<1600),
Sowmya_K03,7026,2,1247,0,39,129,1594,124,0,588,0.0,0.08045456212941293,0.08045456212941293,False,D (<1600),
ronitkorat,9677,2,2119,0,3,56,1611,32,0,252,0.0,0.0804398136759292,0.0804398136759292,False,C (1600-1800),
nithin_1426,8449,3,6326,4,33,355,1668,155,5,330,0.0,0.08043761719546898,0.08043761719546898,False,C (1600-1800),
rokun92,5103,2,5087,0,2,59,1660,60,0,147,0.0,0.08043589153115557,0.08043589153115557,False,C (1600-1800),
tan_may29,1494,3,2362,0,17,590,1916,502,7,140,0.0,0.0804247845072876,0.0804247845072876,False,B (1800-2000),
__ayush__3036,869,4,6071,3,22,884,1646,234,3,343,0.0,0.08040937961905187,0.08040937961905187,False,C (1600-1800),
BN_Yashwanth,5986,2,1571,0,21,382,1713,202,0,274,0.0,0.08040370769029764,0.08040370769029764,False,C (1600-1800),
vaidik_jaiswal,2549,3,3619,3,8,262,1533,94,0,504,0.0,0.08039672773399059,0.08039672773399059,False,D (<1600),
bacbia3696,8518,2,1721,1,6,1456,1732,168,25,903,0.0,0.08036631596301866,0.08036631596301866,False,C (1600-1800),
ansh_0,7901,2,1527,0,21,596,1480,-27,0,147,0.0,0.08036497316956201,0.08036497316956201,False,D (<1600),
dasari_manasa_2,8082,2,1584,0,1,155,1574,-1,0,0,0.0,0.08036221097648844,0.08036221097648844,False,D (<1600),
satyam15890,5369,2,1273,0,26,474,1881,408,0,442,0.0,0.08033089634268265,0.08033089634268265,False,B (1800-2000),
atharhassan,3524,3,5498,2,48,1678,1566,152,5,428,0.0,0.08033023357028585,0.08033023357028585,False,D (<1600),
PrathamSrivastava_06,8985,2,2792,0,27,355,1553,105,18,280,0.0,0.08032330682186446,0.08032330682186446,False,D (<1600),
NOIR_2004,2343,3,1730,0,12,845,1946,436,10,322,0.0,0.08031960596639602,0.08031960596639602,False,B (1800-2000),
Keshav696,3190,3,4394,0,13,424,1868,453,0,196,0.0,0.08031847248920665,0.08031847248920665,False,B (1800-2000),
imran_5sk,7227,3,4884,5,22,496,1645,212,1,504,0.0,0.08031502822984773,0.08031502822984773,False,C (1600-1800),
Devansh_6,2752,3,4559,1,63,692,1628,120,1,665,0.0,0.08029272808780469,0.08029272808780469,False,C (1600-1800),
Komal_03,3939,3,5236,1,108,1088,1945,500,1,1394,0.0,0.08028734312242203,0.08028734312242203,False,B (1800-2000),
Belal_Ansari07,7655,2,2266,0,1,20,1682,109,0,0,0.0,0.08028642686306382,0.08028642686306382,False,C (1600-1800),
XYZ2005,9343,2,2007,1,9,15,1530,114,0,50,0.0,0.08027494524736688,0.08027494524736688,False,D (<1600),
harsh_kumar_arya,8860,2,2745,1,18,279,1890,425,1,322,0.0,0.08026417222931531,0.08026417222931531,False,B (1800-2000),
VSHALCHOUHAN,8471,2,2585,0,3,232,1565,44,0,218,0.0,0.08024720747001468,0.08024720747001468,False,D (<1600),
rajtripathi08,4675,3,7443,7,3,370,1530,114,0,78,0.0,0.08024396709591372,0.08024396709591372,False,D (<1600),
khushi_goyal2005,9897,2,811,0,25,463,1615,96,0,204,0.0,0.08023717961991927,0.08023717961991927,False,C (1600-1800),
yoriichi1,1745,3,3039,2,32,720,2108,627,3,694,0.0,0.08022870001634508,0.08022870001634508,False,A (2000-2200),
HimanshuSolo,6106,2,1626,1,38,904,1955,481,158,372,0.0,0.08022719196748386,0.08022719196748386,False,B (1800-2000),
ABIVARMAN1,4822,2,917,0,68,513,1591,178,0,553,0.0,0.08022702321194794,0.08022702321194794,False,D (<1600),
Hashith,1553,3,2536,1,17,276,1693,7,0,162,0.0,0.0802238371232249,0.0802238371232249,False,C (1600-1800),
archita_agg,8661,2,2661,1,10,506,1569,155,0,140,0.0,0.08021987075777832,0.08021987075777832,False,D (<1600),
nandyt91,7911,2,2368,0,111,300,1648,36,0,742,0.0,0.08021217443645408,0.08021217443645408,False,C (1600-1800),
prashant_23042006,4888,2,976,0,25,855,1712,256,1,574,0.0,0.08019667954621729,0.08019667954621729,False,C (1600-1800),
AnnieW,1997,3,3493,1,76,2071,1907,337,75,1848,0.0,0.08019647596053849,0.08019647596053849,False,B (1800-2000),
AkshitLakhera,5313,2,538,0,24,543,1629,178,13,372,0.0,0.08018103613833118,0.08018103613833118,False,C (1600-1800),
abhilash__reddy__45,8308,2,1649,0,83,358,1849,435,8,602,0.0,0.08014835141781824,0.08014835141781824,False,B (1800-2000),
BravoLambda,4079,3,2867,2,13,779,2026,414,15,448,0.0,0.0801447595151429,0.0801447595151429,False,A (2000-2200),
Selvavikash051,4800,2,900,0,21,99,1545,86,0,147,0.0,0.08012774184337079,0.08012774184337079,False,D (<1600),
plade_slade,7424,3,5034,4,16,273,1755,174,0,238,0.0,0.08012759362046655,0.08012759362046655,False,C (1600-1800),
Aditya_Kumar_Jaiswal,8224,2,2494,0,19,589,1722,226,4,400,0.0,0.08012340424251035,0.08012340424251035,False,C (1600-1800),
Abhi_Ranjan33,9945,2,836,0,13,166,1535,121,0,610,0.0,0.0801170454973996,0.0801170454973996,False,D (<1600),
KaiCrypt,6193,2,1666,0,23,56,1615,87,0,232,0.0,0.08010741625986112,0.08010741625986112,False,C (1600-1800),
Shub_3006,9451,2,2980,0,4,272,1879,417,1,14,0.0,0.08010414937247887,0.08010414937247887,False,B (1800-2000),
unani,8426,2,1689,0,7,16,1650,126,0,112,0.0,0.0800992251285075,0.0800992251285075,False,C (1600-1800),
kweeera_007,3923,3,5218,0,20,422,1721,257,0,308,0.0,0.08008184317819085,0.08008184317819085,False,C (1600-1800),
iamghanshyam,4248,3,6842,6,23,436,1839,426,0,420,0.0,0.08006500220177874,0.08006500220177874,False,B (1800-2000),
chahat00747,4443,3,3059,0,14,165,1637,175,0,182,0.0,0.08005685907558044,0.08005685907558044,False,C (1600-1800),
arpita6379,3112,3,2286,1,37,138,1674,264,0,798,0.0,0.08005451348185846,0.08005451348185846,False,C (1600-1800),
abhirup_cr,4484,3,5981,3,20,325,1536,74,0,764,0.0,0.0800480606096683,0.0800480606096683,False,D (<1600),
zsq007,349,4,4072,3,86,3751,2378,551,419,728,0.0,0.08004262161791127,0.08004262161791127,False,S (2200+),
samya_2004,7773,3,5342,0,20,290,1510,61,0,252,0.0,0.08003847492824291,0.08003847492824291,False,D (<1600),
diptanug2004,9924,2,823,0,22,350,1730,186,0,428,0.0,0.08003471753358968,0.08003471753358968,False,C (1600-1800),
chauthramanibhavya16,9681,2,2120,0,28,307,1588,92,0,350,0.0,0.08001935219099003,0.08001935219099003,False,D (<1600),
Manjunath9,8265,2,2508,1,41,964,1717,254,0,413,0.0,0.08001686305659296,0.08001686305659296,False,C (1600-1800),
RimRhymer08,2637,3,3732,1,56,1088,2181,714,1,756,0.0,0.08000803210435703,0.08000803210435703,False,A (2000-2200),
Swastik_28,2718,3,4517,0,4,181,1829,416,0,63,0.0,0.07999399098664577,0.07999399098664577,False,B (1800-2000),
a-maharshi,4335,3,5710,4,57,1223,1797,386,0,728,0.0,0.07999217411243566,0.07999217411243566,False,C (1600-1800),
Saivarshith2006,6222,2,966,0,9,241,1566,89,0,154,0.0,0.0799847314773251,0.0799847314773251,False,D (<1600),
nishantch07,605,4,4104,0,10,209,1738,324,0,70,0.0,0.07997199797626753,0.07997199797626753,False,C (1600-1800),
Samruddhi_108,3425,3,4659,3,50,558,1744,300,0,560,0.0,0.07996110189664188,0.07996110189664188,False,C (1600-1800),
prasunjha__,5732,2,782,0,62,517,1685,244,0,616,0.0,0.0799532488356613,0.0799532488356613,False,C (1600-1800),
somilchauhan,3825,3,5104,0,10,495,1673,24,0,189,0.0,0.07994263890463348,0.07994263890463348,False,C (1600-1800),
prashanthprashanth6982,6300,3,4153,4,18,484,1649,182,0,406,0.0,0.07994120479867187,0.07994120479867187,False,C (1600-1800),
238W1A0545,8151,2,2468,0,30,259,1544,-23,2,378,0.0,0.07994098364341265,0.07994098364341265,False,D (<1600),
kushwaha-himanshu,9432,2,2974,0,10,194,2015,572,0,84,0.0,0.07992656615099297,0.07992656615099297,False,A (2000-2200),
Manmohan732,7762,3,5334,1,4,133,1558,29,0,50,0.0,0.07992013616114622,0.07992013616114622,False,D (<1600),
philliesdog,420,4,4392,3,12,629,1610,104,10,1190,0.0,0.07991176342060073,0.07991176342060073,False,C (1600-1800),
Shivanesh_V,6477,2,1789,2,9,104,1747,333,0,203,0.0,0.07991059865918448,0.07991059865918448,False,C (1600-1800),
_UdayRaj_,4146,3,6515,4,28,1065,2055,643,352,806,0.0,0.07990917471383466,0.07990917471383466,False,A (2000-2200),
likhit_reddy_g,3888,3,5175,0,6,121,1560,38,0,98,0.0,0.07989266363891484,0.07989266363891484,False,D (<1600),
Arman_Agrawal,3402,3,5352,5,16,607,1720,217,0,218,0.0,0.07987284373417933,0.07987284373417933,False,C (1600-1800),
pradeepm78,2895,3,4067,0,65,533,1893,482,0,560,0.0,0.07986884481461762,0.07986884481461762,False,B (1800-2000),
Suraj_Pothuganti,2376,3,3419,0,31,275,1744,332,0,385,0.0,0.07985127014666674,0.07985127014666674,False,C (1600-1800),
ASMIT_PRABHAKAR36,7023,2,2012,0,11,170,1575,159,0,78,0.0,0.0798504468723536,0.0798504468723536,False,D (<1600),
syntax_360,7307,2,2126,0,19,660,1675,95,1,189,0.0,0.07984558521451796,0.07984558521451796,False,C (1600-1800),
Selwyncurse,5804,2,1492,0,30,800,1638,95,0,588,0.0,0.07983600067992369,0.07983600067992369,False,C (1600-1800),
Abinav_M,9610,2,3036,0,24,235,1768,262,0,196,0.0,0.07983561843882671,0.07983561843882671,False,C (1600-1800),
mm1719,9472,2,592,0,10,250,1694,194,2,638,0.0,0.07983132131421516,0.07983132131421516,False,C (1600-1800),
Nithya_18_01,7644,2,2263,0,35,215,1603,165,0,413,0.0,0.0798299675258481,0.0798299675258481,False,C (1600-1800),
akwan84,2354,3,4034,2,29,753,1545,93,18,1414,0.0,0.07982263418527978,0.07982263418527978,False,D (<1600),
MaggieKotte,4855,2,944,0,11,217,1579,165,0,98,0.0,0.07981826109030626,0.07981826109030626,False,D (<1600),
eshwarboora,2636,3,4391,1,44,674,1719,178,0,308,0.0,0.07980905701018495,0.07980905701018495,False,C (1600-1800),
arjun_06_s,3780,3,2699,0,112,1645,2054,615,12,1134,0.0,0.07980484427555982,0.07980484427555982,False,A (2000-2200),
utpalsharma,2312,3,3966,2,32,313,1666,179,1,280,0.0,0.07980237840933718,0.07980237840933718,False,C (1600-1800),
rithikaa-28,6189,2,1663,0,10,336,1769,296,0,106,0.0,0.07979673297830626,0.07979673297830626,False,C (1600-1800),
rahiljain1366,5583,3,3691,2,5,490,1582,77,0,77,0.0,0.07977889047355124,0.07977889047355124,False,D (<1600),
lishaangral,3452,3,4689,1,10,315,1647,232,0,280,0.0,0.07976816307290689,0.07976816307290689,False,C (1600-1800),
Binary_bit,2120,3,3115,0,33,1007,2044,487,0,686,0.0,0.07976374365398987,0.07976374365398987,False,A (2000-2200),
AQ7xCb5uhN,5339,3,3552,0,20,106,1770,288,0,189,0.0,0.07975772786535405,0.07975772786535405,False,C (1600-1800),
24124014,9055,2,2820,2,13,218,1747,276,0,77,0.0,0.0797525198259997,0.0797525198259997,False,C (1600-1800),
Satyam-8226,1391,3,1519,0,17,416,1862,332,0,196,0.0,0.07974751356675297,0.07974751356675297,False,B (1800-2000),
Zoro_X,1551,3,2521,0,3,99,1679,143,0,274,0.0,0.07974710562670165,0.07974710562670165,False,C (1600-1800),
ansh_coderx,7494,2,2201,2,28,320,1632,170,0,386,0.0,0.07973913333636341,0.07973913333636341,False,C (1600-1800),
polepallyhariharan,5108,2,5102,0,6,42,1486,131,0,63,0.0,0.07972311043937357,0.07972311043937357,False,D (<1600),
anantchavan13914112,9112,2,1927,0,7,254,1495,55,1,119,0.0,0.07972035408583612,0.07972035408583612,False,D (<1600),
Sanjay-vk07,5889,3,3882,2,79,434,1574,94,0,546,0.0,0.07972027519933195,0.07972027519933195,False,D (<1600),
tarun200608,3779,3,5829,4,22,426,1807,348,0,161,0.0,0.0797179779136778,0.0797179779136778,False,B (1800-2000),
Shubham_Kumar_12,9891,2,3158,0,11,166,1555,71,0,84,0.0,0.07971525525848688,0.07971525525848688,False,D (<1600),
itsumitranjan3,7887,2,2359,1,14,421,1541,112,12,378,0.0,0.0797026297301176,0.0797026297301176,False,D (<1600),
Rassss,2506,3,4231,4,12,325,1893,306,0,2010,0.0,0.07967941780528354,0.07967941780528354,False,B (1800-2000),
AcePK7,5011,2,1065,0,7,310,1633,83,0,28,0.0,0.07967441715115686,0.07967441715115686,False,C (1600-1800),
niteesh_r15,9021,2,1896,1,3,228,1535,48,0,77,0.0,0.079665492664069,0.079665492664069,False,D (<1600),
Ayush27641,580,4,3682,2,4,551,1857,267,0,204,0.0,0.07966371868639374,0.07966371868639374,False,B (1800-2000),
ASHISHKUMAR2888,4620,2,728,0,18,711,1780,340,0,988,0.0,0.07964748210394784,0.07964748210394784,False,C (1600-1800),
PankajS7,8138,2,2461,1,20,353,1658,196,0,260,0.0,0.07964467452499165,0.07964467452499165,False,C (1600-1800),
113522091,4970,3,3341,2,13,519,1679,44,0,434,0.0,0.07963980886150882,0.07963980886150882,False,C (1600-1800),
vishelectrica1,6638,3,4383,1,35,567,1664,250,0,280,0.0,0.07963535410829597,0.07963535410829597,False,C (1600-1800),
K5yNvKUMeG,5887,2,1531,0,2,5,1819,406,0,35,0.0,0.07963060858347351,0.07963060858347351,False,B (1800-2000),
lilyrockstar,9317,2,483,0,64,265,1703,147,0,749,0.0,0.07961881473233984,0.07961881473233984,False,C (1600-1800),
sidk2003,5997,2,1578,0,10,768,1677,220,0,378,0.0,0.07960917230947706,0.07960917230947706,False,C (1600-1800),
abheeksehgal25,8137,3,5694,7,12,368,1608,128,0,84,0.0,0.07953855661300702,0.07953855661300702,False,C (1600-1800),
anirban2424,1631,3,2782,0,10,127,1685,233,0,238,0.0,0.07951563881604327,0.07951563881604327,False,C (1600-1800),
suma111,3306,3,5260,1,22,908,1657,242,0,1366,0.0,0.07950451657910501,0.07950451657910501,False,C (1600-1800),
Rage_06,3382,3,5335,3,15,210,1874,318,1,84,0.0,0.07950204732822401,0.07950204732822401,False,B (1800-2000),
VaibhavSingh2004,9819,2,3123,1,8,407,1595,141,0,36,0.0,0.07950025582143558,0.07950025582143558,False,D (<1600),
user3642AE,9387,2,2019,1,11,451,1594,89,0,428,0.0,0.07948876041218378,0.07948876041218378,False,D (<1600),
icb7NGj2Ie,3529,3,5502,4,28,327,1633,116,0,210,0.0,0.07948140842428875,0.07948140842428875,False,C (1600-1800),
CSB2300320120082,7515,2,1400,1,10,149,1656,243,0,357,0.0,0.07947864985962466,0.07947864985962466,False,C (1600-1800),
mel2R6yOvy,7640,2,2258,0,6,9,1504,64,0,36,0.0,0.07946289721776362,0.07946289721776362,False,D (<1600),
billa_tagore1842,5825,2,1499,0,7,78,1729,294,0,63,0.0,0.07945648445228506,0.07945648445228506,False,C (1600-1800),
Uma001,7819,2,1499,0,9,52,1619,71,0,42,0.0,0.07945648445228506,0.07945648445228506,False,C (1600-1800),
kagathal,1051,4,5086,3,30,922,1762,307,6,1442,0.0,0.0794546937275193,0.0794546937275193,False,C (1600-1800),
srijanbharadwaj7777,7554,2,2222,0,13,1019,1701,286,32,1744,0.0,0.07945302720551763,0.07945302720551763,False,C (1600-1800),
Abhishek_80844,4813,2,2841,1,22,423,1529,45,4,182,0.0,0.07945042962803978,0.07945042962803978,False,D (<1600),
icherkasov,2247,3,3890,2,129,1595,1997,540,0,658,0.0,0.07944399752055593,0.07944399752055593,False,B (1800-2000),
jeevandeepln,1552,3,2094,1,108,1470,2174,745,0,665,0.0,0.07944113311181096,0.07944113311181096,False,A (2000-2200),
lebegio,2254,3,3277,3,38,885,2070,352,0,1652,0.0,0.07943561964749868,0.07943561964749868,False,A (2000-2200),
leoyu0813,392,4,4274,3,239,2143,2256,804,1,1246,0.0,0.07943524102670572,0.07943524102670572,False,S (2200+),
dCq1r2ucIF,8513,3,6578,4,19,376,1916,500,0,176,0.0,0.07943211254266744,0.07943211254266744,False,B (1800-2000),
R_KIRTHANA,7303,2,2123,0,84,646,1616,204,0,644,0.0,0.07943180163049866,0.07943180163049866,False,C (1600-1800),
lakshmi_priya1,9564,2,3020,0,18,102,1620,160,0,518,0.0,0.07942386057759171,0.07942386057759171,False,C (1600-1800),
Kranthi_Kiran57,5153,2,5577,1,5,134,1539,125,0,140,0.0,0.07941775821272333,0.07941775821272333,False,D (<1600),
lakshay812,4898,2,982,0,47,465,1621,212,0,840,0.0,0.07940894036684026,0.07940894036684026,False,C (1600-1800),
mayank_dudhatra_06,9672,2,2118,0,14,395,1527,3,0,133,0.0,0.07939747262114757,0.07939747262114757,False,D (<1600),
shivaa4445,9173,2,2866,2,29,251,1703,159,0,182,0.0,0.07939329211409142,0.07939329211409142,False,C (1600-1800),
parthavkansagara,2202,3,3828,2,87,565,1867,418,0,1337,0.0,0.07939177608984858,0.07939177608984858,False,B (1800-2000),
Bhargavi_Vaddepalli,8079,2,2437,0,7,133,1658,201,0,70,0.0,0.07937348388752055,0.07937348388752055,False,C (1600-1800),
Dawn005,7863,3,5414,4,17,422,1677,149,0,161,0.0,0.07936190501149798,0.07936190501149798,False,C (1600-1800),
ragula_ajay_kumar,6747,2,1151,0,36,251,1708,142,0,420,0.0,0.07935737828017683,0.07935737828017683,False,C (1600-1800),
siddesh2004,8866,2,2844,2,11,360,1615,55,0,511,0.0,0.0793558165441739,0.0793558165441739,False,C (1600-1800),
Prince_Peeris_J,5078,2,1100,0,129,566,1532,-42,0,742,0.0,0.07934416010720692,0.07934416010720692,False,D (<1600),
crabbyD,2387,3,1775,0,80,1070,1844,361,672,1646,0.0,0.07933335991142151,0.07933335991142151,False,B (1800-2000),
sanskarpatidar,5195,2,1173,0,42,1154,1841,339,188,568,0.0,0.07933170032983057,0.07933170032983057,False,B (1800-2000),
dog2005xx,527,4,4849,3,33,1416,1772,181,1,224,0.0,0.07933101098638146,0.07933101098638146,False,C (1600-1800),
arun_cit,3369,3,5323,3,85,756,1720,270,1,553,0.0,0.07931612345277035,0.07931612345277035,False,C (1600-1800),
SunkuSaarthak,6958,3,4627,0,30,1200,1485,27,0,1260,0.0,0.07931122466546923,0.07931122466546923,False,D (<1600),
I_and_Me,7435,2,1372,0,185,2171,1792,378,118,1310,0.0,0.07930866106078487,0.07930866106078487,False,C (1600-1800),
shreyabala123,7800,2,2325,1,4,11,1709,203,0,98,0.0,0.0793009844574295,0.0793009844574295,False,C (1600-1800),
manish0425,4688,2,798,0,25,126,1586,75,0,133,0.0,0.07929471621861625,0.07929471621861625,False,D (<1600),
yatendra_G,5437,2,1313,0,1,123,1794,191,0,0,0.0,0.07929183428228881,0.07929183428228881,False,C (1600-1800),
Manu_Dwivedi,6802,2,1173,0,11,278,1699,173,9,175,0.0,0.07928608283778768,0.07928608283778768,False,C (1600-1800),
KISHORE1210,7287,2,1327,0,6,11,1536,54,0,56,0.0,0.07928496802801914,0.07928496802801914,False,D (<1600),
Udta_Parinda,6441,3,4241,3,5,93,1380,-3,0,56,0.0,0.07928380844677822,0.07928380844677822,False,D (<1600),
aritrobiswas123,2818,3,3976,0,8,304,1687,174,0,70,0.0,0.07928189475398097,0.07928189475398097,False,C (1600-1800),
princy_dodia,8127,2,2455,0,2,44,1560,-90,0,14,0.0,0.07927773291800569,0.07927773291800569,False,D (<1600),
kush-kumar,3069,3,4964,3,26,394,1783,348,0,217,0.0,0.07927000349599828,0.07927000349599828,False,C (1600-1800),
khoitran98,3604,3,5585,6,35,937,1641,-95,0,1148,0.0,0.07925330499993671,0.07925330499993671,False,C (1600-1800),
Fernanetals,9411,2,2027,0,4,152,1641,91,0,14,0.0,0.07924117551326328,0.07924117551326328,False,C (1600-1800),
Kiiiiiing,1243,3,5288,2,6,242,1796,279,555,78,0.0,0.07924022665398482,0.07924022665398482,False,C (1600-1800),
varshit_sm,4354,3,3014,2,16,314,1929,362,0,244,0.0,0.07923368173201395,0.07923368173201395,False,B (1800-2000),
tsehsuan1102,1033,4,5509,2,6,440,1872,202,0,378,0.0,0.0792150526690393,0.0792150526690393,False,B (1800-2000),
ace_86,3648,3,5646,5,61,1166,1640,207,0,470,0.0,0.07921364436340261,0.07921364436340261,False,C (1600-1800),
scrapyyy,7996,2,2404,1,3,104,1789,237,0,8,0.0,0.07921330038812724,0.07921330038812724,False,C (1600-1800),
Rohit_Poonia_2,2384,3,4078,2,4,59,1866,326,0,147,0.0,0.07921100719891341,0.07921100719891341,False,B (1800-2000),
Keerthipriya3,8384,2,2549,0,28,329,1576,158,0,722,0.0,0.07920300644958324,0.07920300644958324,False,D (<1600),
Dhanush_62,7019,2,1245,0,6,18,1557,104,0,22,0.0,0.07919220417278691,0.07919220417278691,False,D (<1600),
SSY199,6876,2,1949,0,32,569,1592,123,1,294,0.0,0.07918803028505295,0.07918803028505295,False,D (<1600),
shivangisharmaV23cs,4939,2,1013,0,13,128,1373,-133,0,77,0.0,0.0791869922893482,0.0791869922893482,False,D (<1600),
OVIYA04,8026,2,1567,0,101,548,1663,253,0,763,0.0,0.0791866556208834,0.0791866556208834,False,C (1600-1800),
Akash-47_13,8275,3,5923,2,32,495,1686,222,1,399,0.0,0.07918519922751421,0.07918519922751421,False,C (1600-1800),
Simran2606,1199,3,4575,0,11,51,1636,92,0,84,0.0,0.0791634647172195,0.0791634647172195,False,C (1600-1800),
__Hemanth_Reddy__,4167,3,5499,3,15,365,1738,251,0,420,0.0,0.07915396537321862,0.07915396537321862,False,C (1600-1800),
vishakhaa__,5104,3,3425,1,14,450,1687,156,0,140,0.0,0.07914412106439517,0.07914412106439517,False,C (1600-1800),
harry936,7388,3,5009,0,12,371,1510,50,0,666,0.0,0.07913221822223634,0.07913221822223634,False,D (<1600),
arbaz2447,6971,2,1990,0,45,681,1851,436,217,246,0.0,0.07913004287834582,0.07913004287834582,False,B (1800-2000),
Kuntal_2003,2605,3,3697,0,13,254,1775,199,0,126,0.0,0.07912772883945023,0.07912772883945023,False,C (1600-1800),
abidash21,9209,2,1957,0,21,775,1733,261,0,959,0.0,0.07912652373225496,0.07912652373225496,False,C (1600-1800),
abhiMahajan0207,7963,2,2389,1,6,455,1546,48,0,35,0.0,0.0791234565135253,0.0791234565135253,False,D (<1600),
saiganesh0543,8329,2,2531,1,49,1209,1611,163,12,602,0.0,0.07912340080114275,0.07912340080114275,False,C (1600-1800),
yash_chad,6800,2,1172,0,32,382,2029,415,0,1869,0.0,0.07910750898021761,0.07910750898021761,False,A (2000-2200),
Phantom_7,2611,3,3704,3,11,220,1710,65,0,231,0.0,0.07909309519580193,0.07909309519580193,False,C (1600-1800),
Vathsalya_Ram_B,5754,2,1474,0,2,8,1778,226,0,7,0.0,0.07909166453154906,0.07909166453154906,False,C (1600-1800),
Arj0n-G0d,1717,3,2442,0,45,661,1958,408,0,735,0.0,0.0790900908191235,0.0790900908191235,False,B (1800-2000),
sneha001705,6111,2,1628,1,23,761,1711,258,11,610,0.0,0.07908885336938581,0.07908885336938581,False,C (1600-1800),
bkk7,3652,3,4912,0,37,1255,1879,415,0,462,0.0,0.07905019504089036,0.07905019504089036,False,B (1800-2000),
kickout9937,1642,3,2275,0,43,811,1927,487,0,805,0.0,0.07904793029278462,0.07904793029278462,False,B (1800-2000),
priyanshuawasthi05,3724,3,4988,5,7,128,1563,15,0,525,0.0,0.07904677250373433,0.07904677250373433,False,D (<1600),
raunakb03,2580,3,1934,1,54,1176,2098,605,0,1042,0.0,0.07903574910714287,0.07903574910714287,False,A (2000-2200),
Pothiswaran,6118,2,1632,0,6,316,1600,186,0,28,0.0,0.07903540583036923,0.07903540583036923,False,D (<1600),
codeXknight,8953,2,1872,1,24,320,1646,164,0,476,0.0,0.07902659923329199,0.07902659923329199,False,C (1600-1800),
Aravind0511k,8432,2,2569,0,9,190,2300,697,0,36,0.0,0.07902020918521294,0.07902020918521294,False,S (2200+),
KL2400030522,6341,2,1734,0,21,74,1739,201,0,245,0.0,0.07901620902294036,0.07901620902294036,False,C (1600-1800),
harsha_112006,2819,3,4663,5,35,319,1641,228,0,553,0.0,0.07901601336506031,0.07901601336506031,False,C (1600-1800),
sukariyavijendra,2073,3,3616,2,19,215,1928,361,0,106,0.0,0.07900544972970358,0.07900544972970358,False,B (1800-2000),
obaid_134,7210,2,2083,0,5,20,1813,-24,0,56,0.0,0.078989420446166,0.078989420446166,False,B (1800-2000),
Thorfinn004,7329,3,4955,1,3,7,1583,44,0,414,0.0,0.07898196479930161,0.07898196479930161,False,D (<1600),
Lokendra2910,9773,2,2153,0,6,70,1582,-60,0,532,0.0,0.07898097761228881,0.07898097761228881,False,D (<1600),
bharathdoli,2566,3,3645,3,15,656,1753,288,0,546,0.0,0.07897751031408129,0.07897751031408129,False,C (1600-1800),
SimplestMan,3818,3,5097,0,24,1287,1711,278,29,1743,0.0,0.07897502555610383,0.07897502555610383,False,C (1600-1800),
KuldeepRawat7,9171,2,1946,0,3,235,1514,18,22,7,0.0,0.07895343128749382,0.07895343128749382,False,D (<1600),
satyam6203,8931,2,1866,1,9,361,1503,-50,31,84,0.0,0.07895109105372844,0.07895109105372844,False,D (<1600),
adityanayak674,6492,2,1060,0,46,709,1763,316,4,623,0.0,0.07894326179328844,0.07894326179328844,False,C (1600-1800),
msravya03,5196,2,1174,1,15,288,1875,399,0,246,0.0,0.07893602427543832,0.07893602427543832,False,B (1800-2000),
Yash_Ambodekar,9566,2,3021,2,24,612,1694,261,0,386,0.0,0.0789213437956551,0.0789213437956551,False,C (1600-1800),
NightSlayer52,3240,3,5182,4,18,623,1709,153,0,190,0.0,0.07891495111980906,0.07891495111980906,False,C (1600-1800),
dranZerKai,9890,2,808,0,19,593,1791,200,6,742,0.0,0.07891363247317613,0.07891363247317613,False,C (1600-1800),
Dinesh_v7,5309,2,1238,0,19,55,1731,230,0,266,0.0,0.07891268184685776,0.07891268184685776,False,C (1600-1800),
Mokshil_Shah,7705,2,1461,0,7,537,1534,119,1,64,0.0,0.0788946324758532,0.0788946324758532,False,D (<1600),
Kuldeep1709,2334,3,3369,2,53,1264,1976,507,61,665,0.0,0.07889402995398304,0.07889402995398304,False,B (1800-2000),
Gouri_Minocha,6266,2,1702,0,73,1057,1861,390,0,448,0.0,0.07889023166419026,0.07889023166419026,False,B (1800-2000),
anand_code,2848,3,4698,3,46,821,1861,426,0,540,0.0,0.07888565913183872,0.07888565913183872,False,B (1800-2000),
Navin_lakshman_06,3392,3,5345,4,24,194,1704,68,4,189,0.0,0.07887932216503889,0.07887932216503889,False,C (1600-1800),
yourxharsh19,7418,2,2173,0,26,190,1595,142,0,350,0.0,0.07886236955772821,0.07886236955772821,False,D (<1600),
NykjhYZ0Kw,3885,3,5991,3,6,247,1590,72,6,50,0.0,0.07885968489622291,0.07885968489622291,False,D (<1600),
