Rank,Username,Score,CurrConSolved,time_taken,total_fail,Country,Profile_rank,PostViewCnt,Reputation,Total_solved,Easy,Medium,Hard,ContestCnt,CurrRating,rating_first,GlobalRank,active_days,contest_id
2977,astiksharma26,13,3,4154,0,,397148,0,0,326,85,201,40,12,1889,1616,39091,56,2
7858,arjun146,7,2,1514,1,India,1187214,0,0,131,60,63,8,5,1538,1414,292751,56,2
2885,pulkit1234,13,3,4058,0,India,132428,19,4,585,260,301,24,71,2019,1620,18800,406,2
746,naruto9c,19,4,4530,3,United States,260789,2,0,419,116,257,46,1,1750,1751,84980,0,2
1334,utkarshdev2411,13,3,1015,0,,538220,0,0,265,101,156,8,6,1899,1547,36817,98,2
9812,Aviral94,7,2,2166,0,India,374614,0,0,339,134,192,13,3,1547,1535,276014,42,2
532,bramar2,19,4,3841,7,Indonesia,3335,75686,826,1748,462,937,349,84,2632,1534,871,644,2
9944,Srinivas-D,7,2,2216,0,,980084,0,0,158,92,63,3,2,1549,1511,273401,14,2
1556,verma_shaurya,13,3,2103,1,,330872,0,0,366,113,204,49,16,1937,1505,29233,434,2
1918,mridu_20,13,3,2803,1,,829696,0,0,189,91,92,6,2,1712,1599,105101,98,2
5639,kajaljotwani,7,2,743,0,India,368846,0,0,342,147,175,20,26,1764,1499,78759,476,2
9068,dikshit_gupta_351,7,2,1911,0,India,453664,0,0,299,86,187,26,23,1577,1469,229886,182,2
2851,mohith09,13,3,4023,1,India,525278,4,0,268,85,154,29,9,1619,1450,178147,112,2
257,HarshDagar8181,19,4,2731,1,India,8921,194,0,1384,409,790,185,54,2247,1492,5712,1295,2
2414,nitins1ngh,13,3,3464,0,,336608,0,2,361,98,215,48,11,1890,1631,38983,78,2
2779,shaurya_145a,13,3,3922,0,,254580,321,8,425,150,247,28,17,1618,1425,179853,470,2
2547,Prashant0100,13,3,3618,2,India,52806,59,6,831,346,423,62,26,1951,1594,27029,560,2
3547,ComprehensiveDuck,13,3,4807,4,India,39770,274,27,913,286,520,107,44,1874,1533,43031,1330,2
4065,snehagurav1802,13,3,5364,0,India,1212147,0,0,128,32,65,31,4,1467,1414,474020,49,2
8269,Sudeepti_25,7,2,1639,0,,885701,8,0,174,64,93,17,5,1569,1535,241386,28,2
3242,Yash_Bhimani,13,3,4448,0,,146621,0,0,559,160,331,68,19,1967,1563,24828,161,2
8628,Triven_icodes,7,2,1760,0,India,594638,0,0,244,104,137,3,2,1500,1569,376065,7,2
2194,mrityunjayved,13,3,3219,0,,949262,0,0,163,79,76,8,1,1678,1678,127548,0,2
9343,XYZ2005,7,2,2007,1,,4646920,0,0,15,6,9,0,9,1530,1416,307593,50,2
1928,Anoop_kumar19,13,3,2812,0,India,86173,0,0,699,174,457,68,7,1818,1413,59519,210,2
2442,CE_RE_WAyitiaolong,13,3,3505,1,海外,123646,0,6,602,52,293,257,20,2362,1690,3155,1204,2
3762,rajathshetty,13,3,5029,1,India,439054,106,2,304,98,168,38,13,1807,1642,63002,63,2
5560,UXP8oGVFf4,7,2,703,1,,13638,0,0,1244,412,715,117,5,1792,1598,67967,42,2
9233,user4440bC,7,2,1966,1,,785542,24,0,194,97,88,9,7,1472,1447,457421,1008,2
8591,klu2300033594,7,2,1745,0,,3345203,0,0,29,7,18,4,2,1576,1533,230169,21,2
9308,vibha_vasudevan,7,2,1992,2,India,73137,0,0,740,212,472,56,8,1599,1499,200372,358,2
8080,LogarithmicLad,7,2,1584,1,United States,560304,0,0,255,89,141,25,6,1571,1509,237731,42,2
5109,Anchal101,9,2,5136,0,India,1399550,0,0,109,45,57,7,9,1481,1355,431761,70,2
2767,lucky__,13,3,3908,1,India,98340,0,0,678,285,366,27,22,1713,1490,104140,469,2
5826,siddarth2005,7,2,827,0,,2850268,0,0,39,27,12,0,15,1513,1428,345379,315,2
7986,SRIRAGAVI_KIT,7,2,1554,0,,1356440,0,0,112,50,58,4,27,1714,1503,103840,140,2
3268,sunder_void,13,3,4479,1,,60387,0,0,791,228,472,91,47,1921,1414,32236,224,2
1097,finityfly,19,4,5804,3,Canada,590077,0,0,245,80,130,35,7,1905,1613,35395,350,2
9966,gauravj98,7,2,2223,1,,454267,237,6,297,41,179,77,34,2107,1691,12001,1071,2
7618,Mayur_30,7,2,1430,1,,532730,0,0,265,97,149,19,15,1828,1593,56487,217,2
2592,KingPerceus_81_3000,13,3,3678,0,India,17513,45,2,1159,370,631,158,34,1900,1457,36498,644,2
4357,kirituu,13,3,5746,10,,1820910,0,0,77,22,49,6,22,1584,1548,219839,168,2
2467,Siddharth1104,13,3,3539,1,India,336720,0,0,363,113,208,42,7,1799,1461,65751,294,2
8180,Aman12Yadav,7,2,1615,0,India,301591,7,0,388,205,171,12,21,1628,1439,169288,343,2
384,libkonstantin,19,4,3324,1,,5042,0,0,1593,385,791,417,56,2418,1693,2414,819,2
9396,purplejellyfish,7,2,2022,1,,362419,0,9,345,101,202,42,2,1618,1594,179397,42,2
1552,jeevandeepln,13,3,2094,1,India,7020,0,0,1470,448,829,193,108,2174,1429,8497,665,2
7102,PTmmQmb3uh,7,2,1269,0,India,241839,114,3,437,318,110,9,17,1445,1505,553605,189,2
9590,hardhik_d,7,2,2088,0,,4515419,0,0,16,7,7,2,2,1731,1735,94313,0,2
4954,jill_10_,9,2,3946,4,,3431750,0,0,28,12,15,1,11,1629,1466,168735,70,2
8675,9lPK3T5RUD,7,2,1779,0,India,100327,0,0,658,225,381,52,17,1581,1414,223827,294,2
4825,ishitva_mishra,9,2,2939,1,India,259160,4,2,421,129,228,64,7,1656,1510,143972,56,2
6873,karanagg2005,7,2,1197,0,India,258847,12,0,421,164,235,22,18,1834,1528,54895,420,2
9827,Cocane999,7,2,2172,1,,440261,0,0,304,79,179,46,14,1914,1728,33602,301,2
4230,Sumits_0803,13,3,5575,4,India,365328,0,0,343,93,209,41,61,1986,1412,22475,525,2
8741,ishikarathod999gmail_com,7,2,1801,0,,992635,0,0,156,44,102,10,3,1428,1416,614787,182,2
6363,cp_clutch03,7,2,1015,0,India,527858,0,0,267,169,92,6,1,1595,1596,205313,0,2
8433,zRC9Jq7XWg,7,2,1693,0,,148283,0,0,556,242,288,26,62,1672,1427,131882,546,2
2469,Gaurav159p,13,3,3542,2,India,908429,11,0,170,77,89,4,12,1602,1469,197007,161,2
7456,Sathwik_Prabhu,7,2,1378,1,,3083694,0,0,34,19,15,0,14,1573,1469,234332,126,2
9241,aditi_pathak,7,2,1969,1,,284445,2,0,400,150,198,52,25,1546,1467,278788,182,2
1467,satyium,13,3,1862,1,India,33804,241,1,957,413,475,69,27,1895,1412,37701,637,2
395,TerminatorSS24,19,4,3364,0,India,57276,289,0,806,182,376,248,36,2224,1463,6416,931,2
363,its_me_again,19,4,3232,1,India,3304,1691,5,1751,490,976,285,165,2118,1447,11394,1967,2
3689,psCF37cPyb,13,3,4948,0,,1992166,0,0,68,18,44,6,11,1566,1475,245327,70,2
8573,ANGURAKANISA,7,2,1739,0,,869334,0,0,177,81,82,14,14,1485,1466,420186,413,2
9281,Nithishkannan2005,7,2,1984,0,India,28660,11,0,1007,479,513,15,116,1690,1432,118559,931,2
8,thor_77,19,4,516,0,,2194910,0,0,59,13,31,15,16,2828,2081,319,175,2
11,Indomitus,19,4,580,0,India,5905,474,25,1532,482,848,202,69,2917,1476,198,448,2
760,farhan_6,19,4,4603,0,,630840,0,0,233,96,119,18,1,1749,1750,85586,0,2
3279,Siddharth_Singh2711,13,3,4491,6,India,234683,68,0,444,127,261,56,11,1797,1665,66383,630,2
1164,ManavendraSR,19,4,6200,3,,4646655,0,0,15,5,6,4,4,1825,1657,57475,49,2
7667,Manasa_Dakuri,7,2,1448,0,,973239,0,0,159,64,87,8,12,1475,1460,449490,196,2
8945,urk_raj321,7,2,1869,0,,1099409,0,0,143,95,46,2,10,1505,1545,362642,56,2
6215,hhimalayan450,7,2,964,0,,1952683,0,0,72,38,33,1,10,1508,1484,355526,70,2
5414,successTourist,7,2,624,0,,416613,174,3,315,111,160,44,10,1575,1436,231722,581,2
6297,Junaid_Hasan1,7,2,990,0,,1144548,186,11,135,29,89,17,13,1729,1607,95323,455,2
4243,Nikhil0707_,13,3,5584,2,India,277902,12,0,405,100,258,47,7,1584,1478,220133,36,2
9194,SaM2030,7,2,1952,0,India,339969,0,0,359,116,215,28,12,1662,1528,139406,301,2
6413,_27_saini,7,2,1032,0,,5000001,0,0,12,6,6,0,5,1627,1496,170212,42,2
3562,Abhishekjha6908,13,3,4820,0,India,22563,711,7,1079,297,616,166,26,1909,1450,34612,595,2
1757,Suryakant21,13,3,2509,0,India,277779,0,0,405,172,206,27,19,1743,1526,88297,210,2
1905,sri_mayur,13,3,2773,2,India,29640,263,105,997,363,535,99,46,2069,1408,14481,819,2
5072,9Y2frlPtd3,9,2,4853,0,,4272426,0,0,18,9,8,1,7,1522,1501,324623,91,2
9302,vishu2305,7,2,1991,0,,223491,282,15,456,122,269,65,12,1794,1513,67279,112,2
8723,Prashanth_shukla,7,2,1795,0,India,45689,857,164,873,345,466,62,46,1600,1409,199790,819,2
3116,Gaurav177,13,3,4320,3,India,140283,0,0,570,163,325,82,5,1716,1552,102343,259,2
9342,yashswi_kirkte,7,2,2005,1,,464505,0,0,293,100,169,24,23,1628,1466,168849,224,2
5806,Satyapal_tiwari26,7,2,821,0,India,370883,0,0,341,169,162,10,4,1527,1502,314581,21,2
6440,Prieyan,7,2,1041,0,,138115,0,0,574,356,204,14,57,1684,1450,123267,553,2
8479,Ajay9572,7,2,1706,0,,131728,46,0,586,223,342,21,76,1678,1420,127278,910,2
2942,_Prashant_,13,3,4121,3,United States,19729,5552,23,1122,391,618,113,82,1816,1515,60128,2373,2
2430,AdarshBanka,13,3,3486,0,India,308295,0,0,385,116,221,48,28,1825,1450,57564,231,2
1276,Ojas_Rastogi,15,3,3652,0,,2941032,0,0,37,17,18,2,12,1577,1413,228958,105,2
4850,silentknight19,9,2,3184,0,India,1887782,163,2,73,30,41,2,3,1489,1453,407661,70,2
1822,deepshah1358,13,3,2626,1,India,100905,0,0,654,204,355,95,7,1720,1484,100068,245,2
6951,rumesa_tarannum,7,2,1225,1,,527733,0,0,267,94,138,35,14,1654,1414,145585,448,2
6113,Vaishnavi_Chinta,7,2,932,0,,299057,0,0,388,177,198,13,39,1698,1509,113829,420,2
2525,Kartikeyagupta05,13,3,3597,3,India,79098,3,5,719,268,389,62,20,1904,1456,35656,238,2
8410,amanbairagi741,7,2,1685,0,India,109307,0,0,636,335,282,19,56,1521,1506,326558,721,2
5542,vikash_Sisodia,7,2,692,1,India,43819,101,0,884,371,440,73,30,1668,1451,134817,190,2
556,GauravAvghade,19,4,3941,1,India,14401,35527,412,1220,359,691,170,34,2260,1482,5342,476,2
755,kalyan021004,19,4,4589,1,India,270565,52,0,412,151,227,34,10,1683,1463,123747,680,2
8238,Mrkod-ER,7,2,1632,0,India,207049,0,0,475,151,276,48,19,1770,1487,76543,182,2
7207,Aasritha_Mothukuri,7,2,1305,0,,901759,0,0,172,100,70,2,42,1667,1412,135027,616,2
8154,sanvi-kanala,7,2,1606,1,,1187398,0,0,130,76,48,6,18,1628,1547,168815,224,2
9982,m_vinay1,7,2,2228,0,,177508,0,0,512,119,307,86,22,1802,1530,64503,182,2
5122,Red_han,9,2,5228,0,,2772213,0,0,41,11,23,7,1,1613,1614,184565,0,2
590,Lokesh_reddy_11,19,4,4052,1,India,1332014,0,0,115,56,53,6,14,1562,1459,251028,406,2
4758,Ayush2307,9,2,2105,1,,1069646,0,0,147,66,74,7,5,1626,1519,171502,22,2
7390,Ashish_Kr25,7,2,1359,0,India,377934,11,0,336,119,186,31,21,1679,1439,126141,245,2
4945,KumarranMahesh,9,2,3881,1,India,2839115,0,0,40,22,17,1,3,1560,1435,255069,21,2
1842,kush23,13,3,2655,0,,116585,211,4,617,203,358,56,48,1965,1497,25179,1176,2
2494,rajyalakshmikillamsetty,13,3,3568,0,,289022,0,0,396,190,187,19,50,1760,1459,80464,554,2
5619,Jenish_Patel_65,7,2,734,0,India,207141,0,0,474,119,314,41,24,1859,1509,47478,434,2
1134,kanhaiyayadav_01,19,4,5983,3,India,1985458,0,0,70,37,28,5,2,1602,1414,197639,7,2
4938,GURUKAMALESH,9,2,3859,0,,2518935,0,0,48,27,18,3,2,1537,1435,293969,0,2
9806,Thejwin,7,2,2163,1,,1608978,0,0,91,32,54,5,6,1580,1509,225279,28,2
9066,GnaneshAnguluri,7,2,1911,0,,2242547,0,0,57,27,30,0,6,1522,1445,325081,22,2
9278,VedantPatel2005,7,2,1982,0,,308491,0,0,381,86,271,24,9,1626,1566,171498,260,2
6058,Pankaj4197s,7,2,913,0,United States,33705,366,11,958,397,479,82,13,1675,1436,129135,2814,2
9662,utkarshgupta-22,7,2,2115,0,India,555674,0,0,257,90,147,20,19,1457,1426,507991,483,2
8639,MORAMPUDIHARITEJA,7,2,1764,0,,2770319,0,0,41,26,14,1,3,1560,1413,255101,56,2
9757,chaudharyy_jiya,7,2,2146,1,India,844865,141,0,182,116,58,8,3,1537,1539,295160,280,2
1546,krrishgulia32,13,3,2070,0,India,200939,42,3,482,224,209,49,14,1939,1628,28982,175,2
5108,polepallyhariharan,9,2,5102,0,,2728951,0,0,42,28,12,2,6,1486,1355,416328,63,2
2355,anuj_shrivastava_05,13,3,3386,1,,1069231,0,0,145,45,89,11,4,1731,1495,94382,210,2
7709,relentless_5322,7,2,1462,0,India,725015,0,0,208,129,78,1,41,1419,1442,641791,644,2
4755,nancy_542007,9,2,2082,0,,338437,0,0,360,286,71,3,27,1535,1438,298964,140,2
4263,krsnandhan,13,3,5613,2,,267695,10,0,414,86,251,77,9,1484,1448,422027,357,2
7174,Selvamaxy,7,2,1296,0,India,961211,0,0,162,119,38,5,1,1585,1585,218561,0,2
9012,abhi20patel,7,2,1894,0,India,5000001,0,0,10,5,5,0,5,1509,1434,353960,84,2
524,ita93,19,4,3808,1,Singapore,140485,254,3,569,176,338,55,18,1743,1503,88615,2296,2
6740,thevk70,7,2,1149,0,India,1119005,0,0,139,64,66,9,6,1495,1456,390115,56,2
2411,tyagi_vaibhav_,13,3,3460,0,India,172288,0,0,519,201,273,45,21,1689,1456,119515,434,2
8751,Webrookie0,7,2,1806,0,India,293846,259,20,392,112,228,52,7,1564,1487,249116,63,2
9077,vamsikumili,7,2,1915,1,India,272242,40,2,409,149,232,28,66,1739,1500,90438,1148,2
5307,Anujkamaljain1,7,2,531,0,India,1646628,1,0,88,37,41,10,8,1592,1537,209669,140,2
4727,Keerthu-2005,9,2,1652,0,India,223281,0,0,461,190,200,71,11,1617,1487,180211,176,2
3748,LQXvxV4QSR,13,3,5012,0,,778669,0,0,196,45,117,34,9,1650,1566,148670,63,2
6105,jaideep-goyal,7,2,929,0,Japan,462222,0,0,294,130,146,18,24,1500,1470,377386,175,2
6118,Anand_Verma_05,7,2,934,0,,235779,0,0,444,117,255,72,34,1876,1557,42479,203,2
1789,ayushman1628,13,3,2568,0,India,108530,0,0,637,194,365,78,23,1932,1532,30200,294,2
735,chentodd2012,19,4,4507,0,,755,0,21,2521,543,1349,629,152,2232,1492,6159,2387,2
621,adityagm,19,4,4150,0,,376187,0,0,338,50,182,106,13,2392,1931,2751,238,2
343,ashishnallana09,19,4,3138,2,India,25034,150,14,1048,287,599,162,62,2085,1411,13360,735,2
4578,ALearnerAtLC,13,3,6363,4,,942718,4,0,164,43,99,22,53,1783,1440,71373,525,2
7826,Chinmay_Potdar,7,2,1502,1,,1877035,0,0,79,55,22,2,3,1554,1518,264917,8,2
1302,IfCIfS8VJV,15,3,5429,6,,5000001,0,0,12,5,4,3,6,1607,1473,191918,35,2
9865,daxCG,7,2,2188,0,India,634594,0,0,232,171,57,4,7,1654,1527,145549,308,2
8718,Navya_Thottempudi,7,2,1793,0,,709370,0,0,212,176,36,0,26,1605,1537,194008,203,2
6197,_VenkataKrishna_,7,2,959,0,,1409883,0,0,108,79,29,0,12,1661,1437,140358,49,2
2588,vpinmrcool,13,3,3673,2,,298105,338,4,388,130,211,47,24,1700,1478,112589,1652,2
1006,cheetah001,19,4,5390,0,,478046,382,15,287,31,71,185,8,1818,1477,59370,140,2
4636,Si_9,13,3,6826,5,,223319,346,4,456,197,227,32,22,1676,1512,128764,231,2
4103,akk_dzidzi,13,3,5400,1,Georgia,180951,0,0,507,199,264,44,2,1597,1501,203041,406,2
8233,santhoshmb84,7,2,1629,0,India,1621398,0,0,96,42,45,9,3,1817,1932,59630,14,2
7622,saikiran771,7,2,1431,0,India,232790,5,0,446,210,226,10,95,1739,1448,90380,735,2
328,gopal-chaudhary,19,4,3076,3,India,64515,130,4,773,244,425,104,25,1890,1411,39036,826,2
9172,adithya2429,7,2,1946,0,India,2076716,0,0,64,51,13,0,4,1503,1459,367939,196,2
161,sarabjeetsingh1708,19,4,2138,0,,2070793,2,0,64,26,35,3,5,1790,1445,68795,574,2
3572,4K2W10Xqv5,13,3,4828,1,,4069995,0,0,20,2,12,6,1,1642,1642,156427,0,2
5196,hardy_9795,7,2,321,0,,4970593,0,0,12,3,8,1,4,1774,1650,74744,70,2
2938,SiddharthDiddi,13,3,4117,0,India,540785,0,0,262,95,153,14,5,1658,1412,142474,336,2
8428,p67LHhyY9E,7,2,1691,0,,5000001,0,0,9,6,3,0,3,1497,1444,384790,35,2
7012,Anish__1718,7,2,1243,0,India,284431,16,0,400,251,141,8,29,1723,1612,98932,168,2
1139,CHIRAGSHARMA9410,19,4,6008,3,India,601517,0,0,242,103,120,19,9,1528,1414,312384,112,2
9475,gaurisoni,7,2,2048,1,India,417258,0,0,315,127,171,17,6,1622,1526,175393,36,2
9266,nik_ghost17,7,2,1978,2,,4736390,0,0,14,7,7,0,3,1546,1460,277947,14,2
4683,devnmath,13,3,7804,9,Uzbekistan,17726,55,8,1154,348,627,179,25,1768,1685,77038,609,2
3702,Alpha193_2,13,3,4966,2,,610985,0,0,239,73,136,30,6,1613,1455,185050,133,2
5154,sagar_paul18,9,2,5598,3,,3189725,0,0,32,13,16,3,1,1613,1613,185097,0,2
8119,aakriti_agrahari1,7,2,1594,0,India,228866,9,7,451,197,221,33,15,1538,1516,293595,147,2
4195,khadayatepratyush2004,13,3,5535,2,,210546,0,0,470,205,242,23,31,1846,1502,51569,651,2
1391,Satyam-8226,13,3,1519,0,India,265880,5,0,416,169,226,21,17,1862,1530,46757,196,2
8563,_Mansi__,7,2,1736,0,India,151933,2,0,550,185,301,64,45,1762,1475,79527,490,2
1443,alanturrr_1703,13,3,1793,1,United States,281147,359,0,402,190,190,22,4,1788,1564,69693,420,2
4287,adityavit36,13,3,5642,1,,3637279,0,0,25,6,17,2,8,1649,1452,149913,78,2
9437,johry,7,2,2037,1,United States,314110,66,3,376,98,235,43,34,1732,1567,93914,1554,2
7150,Taranovski,7,2,1286,0,,1775,3314,436,2048,616,1123,309,360,1447,1551,545976,2821,2
7817,SiddharthRai87,7,2,1498,0,India,336625,0,0,361,184,161,16,21,1644,1499,154654,434,2
8121,Nishant1308,7,2,1595,0,India,72634,3,1,741,386,344,11,134,1804,1514,63860,833,2
6794,chris_robert_yeslin_b,7,2,1169,0,,2099607,0,0,65,33,32,0,10,1855,1663,48706,70,2
8048,aditya_565,7,2,1572,0,India,213206,0,0,468,244,201,23,10,1662,1677,139072,385,2
9355,shiwang_solanki,7,2,2010,0,,2732553,0,0,42,15,25,2,7,1443,1415,560111,106,2
3506,visionPro,13,3,4759,3,India,303604,1838,-2,385,106,242,37,10,1601,1477,198971,1848,2
4045,UyBuQnxtF7,13,3,5347,0,,4924954,0,0,13,3,7,3,2,1591,1492,210380,7,2
4300,rahuljoon16,13,3,5653,1,India,1537902,417,4,96,40,52,4,22,1757,1584,81831,106,2
1406,Dhana_N,13,3,1592,1,India,108136,0,0,637,328,263,46,54,2012,1521,19487,386,2
5711,Eswar_3103,7,2,773,0,India,244994,0,0,434,220,204,10,37,1734,1412,92693,385,2
5884,amayank18,7,2,851,0,India,70075,6,1,754,279,397,78,33,1808,1414,62524,448,2
4017,animesh_1729,13,3,5313,0,,197030,0,0,486,137,271,78,40,1879,1527,41692,330,2
1475,Aayush_Kanungo,13,3,1893,1,India,74409,7,0,735,298,388,49,15,1715,1435,102940,616,2
1707,Gowthamraj__B,13,3,2423,0,,1410635,0,0,109,29,65,15,11,1857,1491,48124,119,2
1887,Utkarsh_Vashishth,13,3,2740,0,,154397,0,0,546,129,331,86,20,1953,1452,26706,196,2
7966,Aadi_Ek,7,2,1547,0,,2688808,0,0,43,31,12,0,2,1567,1514,244435,7,2
7326,sanya_gupta77,7,2,1340,1,India,158168,0,0,540,317,179,44,4,1692,1686,117518,35,2
4818,Malar2301,9,2,2870,0,,2897387,0,0,38,21,9,8,2,1545,1444,279241,0,2
669,aashiishh_,19,4,4318,0,India,160741,645,15,536,202,264,70,14,1837,1414,54098,616,2
5493,pavanpratheek_18,7,2,669,0,India,67204,0,0,763,377,361,25,61,1782,1411,71866,574,2
8422,Muskaan_Mohta-19,7,2,1689,0,,755720,0,0,201,144,53,4,12,1611,1412,187244,392,2
9422,2k23_csds2310610,7,2,2031,1,India,181886,11,10,506,188,269,49,38,1653,1459,146234,693,2
7533,KhushiPathak1222,7,2,1405,0,,4273471,0,0,18,8,10,0,7,1632,1497,165828,56,2
3172,danishfaizan,13,3,4372,2,United States,146410,92,1,560,182,327,51,36,1786,1475,70181,469,2
4330,shepherd_a,13,3,5695,5,,34459,9508,106,951,266,523,162,110,1960,1487,25759,1407,2
7961,sm8skm,7,2,1547,1,India,367110,0,0,343,153,163,27,31,1579,1414,227040,231,2
3423,jack-v14,13,3,4657,3,India,80294,8,0,715,349,328,38,73,1767,1435,77630,546,2
2388,Iamyxx,13,3,3431,2,China,4236,5124,8,1658,323,797,538,94,2357,1620,3247,3451,2
3775,oFgRXC4xv6,13,3,5054,0,,914143,0,0,169,62,98,9,8,1627,1505,170021,77,2
4748,sumitmuley95,9,2,2028,0,,370751,2,0,341,151,159,31,9,1586,1490,217090,56,2
2214,redMage_aryan,13,3,3243,1,,508861,0,0,274,92,162,20,25,1863,1438,46446,259,2
7001,_Karthik_06,7,2,1240,1,,420716,0,0,313,184,123,6,13,1576,1449,230849,231,2
6128,Mark-96,7,2,939,0,India,63326,0,0,778,238,455,85,32,1668,1508,134361,498,2
4019,PrathameshVL,13,3,5316,0,India,45497,112,1,872,191,550,131,60,1806,1458,63083,882,2
3399,akshad60,13,3,4629,1,India,153063,2,0,548,218,271,59,40,1799,1544,65782,301,2
7325,ChiragSharma123,7,2,1339,0,India,517351,0,0,272,150,113,9,15,1528,1465,312155,64,2
5177,25BCE1570,9,2,6241,6,,5000001,0,0,9,5,3,1,9,1377,1413,774269,105,2
6350,red_wizards_11,7,2,1010,0,,63343,23,1,778,253,421,104,10,1592,1529,209695,252,2
7143,SiddheshKatale,7,2,1285,0,India,109857,0,0,634,297,302,35,13,1671,1551,132527,91,2
1003,0GroN1sio1,19,4,5387,4,,4390178,0,0,17,4,9,4,3,1791,1521,68569,14,2
8068,Arti_Adhikari,7,2,1579,0,India,274312,0,0,408,195,181,32,22,1703,1531,110611,112,2
7449,_root_coder,7,2,1376,0,,1755791,0,0,81,60,20,1,17,1588,1416,214611,140,2
4947,vishnu809,9,2,3891,0,India,151889,16,0,550,228,268,54,18,1363,1437,791988,238,2
8645,dhar_ma_07,7,2,1767,0,India,549856,0,0,264,103,148,13,15,1453,1454,525728,252,2
9527,Manish_Mathe,7,2,2064,2,,316580,0,0,375,136,209,30,44,1744,1462,88130,400,2
6009,enochjason06,7,2,895,0,,496639,49,0,279,178,95,6,29,1713,1413,104604,476,2
71,zaahiral,19,4,1387,1,,87653,0,1,691,194,371,126,4,2308,1795,4164,14,2
4150,pratyushdeb70,13,3,5460,1,India,316333,3427,410,375,111,208,56,7,1677,1455,128102,204,2
1859,fVIRlFBx7I,13,3,2689,0,,359134,0,0,347,148,191,8,13,1827,1608,57024,63,2
5812,gaurangagarwal94,7,2,822,0,India,162732,77,6,533,212,264,57,24,1752,1526,84042,210,2
1515,Nishant23042005,13,3,2011,0,India,253517,0,0,426,199,198,29,4,1621,1507,176705,21,2
3902,amyhuang,13,3,5187,4,,113432,0,0,624,155,397,72,43,1740,1466,89989,1414,2
3724,priyanshuawasthi05,13,3,4988,5,,1199486,0,0,128,54,67,7,7,1563,1548,250342,525,2
7999,1yLymOStpa,7,2,1558,0,,594977,0,0,244,112,117,15,2,1573,1576,235303,7,2
3020,anand129,13,3,4206,2,India,732874,0,0,206,104,96,6,21,1694,1420,116130,651,2
7583,MANAV_RAJ_MC33,7,2,1420,0,India,277920,0,0,406,105,250,51,10,1528,1414,312326,301,2
4511,Rajeshwari2006,13,3,6086,3,India,118278,0,0,614,215,294,105,68,1608,1414,190011,546,2
3489,deepakmahes56,13,3,4736,0,,4362810,0,0,17,9,6,2,5,1702,1626,111193,35,2
8137,kirtanlakhotia,7,2,1600,0,,97594,3,0,663,219,387,57,53,1748,1449,86300,560,2
1625,Abhinay05,13,3,2234,0,India,207867,0,0,473,233,222,18,13,1767,1546,77406,140,2
2806,tanishk_kh_07,13,3,3959,0,India,1267035,0,0,121,54,63,4,6,1684,1522,122829,126,2
5266,chakrika840,7,2,478,0,,535857,0,0,264,140,112,12,36,1669,1462,133446,385,2
8853,YqbwK1OKfg,7,2,1838,0,India,233806,0,0,445,159,261,25,4,1455,1415,517536,294,2
9786,kareem1704,7,2,2156,1,India,65757,208,3,768,342,386,40,80,1605,1411,193579,1064,2
3721,Riteshkumar_18,13,3,4986,0,India,299101,0,0,388,128,228,32,23,1683,1450,123431,525,2
1205,kartiktomar,19,4,6570,5,,8796,39,0,1388,367,805,216,46,2119,1569,11326,1778,2
1487,K_Srinidhi15,13,3,1934,0,,844683,0,0,182,87,76,19,7,1651,1530,148348,36,2
491,knssriharshith,19,4,3707,1,India,137990,0,0,576,179,286,111,17,1909,1514,34534,322,2
5815,tamilvendhan_0207,7,2,824,0,India,567363,1,0,253,180,68,5,34,1517,1759,335356,238,2
4028,Resocram,13,3,5322,7,Canada,184488,329,2,502,163,294,45,3,1704,1557,110123,672,2
929,Vjain_69,19,4,5147,1,India,76097,0,4,729,242,414,73,40,2122,1429,11192,672,2
3939,Komal_03,13,3,5236,1,India,21858,28,1,1088,349,644,95,108,1945,1445,28045,1394,2
1226,helicoder,19,4,7017,7,,10561,28,0,1326,271,867,188,6,1953,1714,26828,49,2
8592,slayingCoder29,7,2,1746,0,,102468,746,11,652,205,377,70,38,1826,1398,57131,1974,2
1723,J5YtIAhROY,13,3,2445,0,India,85262,0,1,704,175,470,59,20,1986,1531,22440,140,2
648,satisho_jod,19,4,4241,2,,1802625,0,0,78,18,38,22,21,2578,1614,1139,392,2
6412,selvapradeep,7,2,1032,0,India,250129,54,3,429,315,112,2,61,1505,1451,362810,330,2
5588,leet_second,7,2,715,0,,1482819,0,0,101,33,65,3,24,1672,1461,131403,162,2
5045,Anurag_Upadhyay,9,2,4703,1,,965268,0,0,160,76,77,7,7,1514,1441,343184,238,2
2470,gopikaanbalagan,13,3,3546,0,,1248720,0,0,123,51,57,15,8,1619,1414,178184,56,2
3563,slayernullpointer,13,3,4820,3,,2694212,0,0,43,34,7,2,1,1642,1642,156249,0,2
8016,kabuto_294,7,2,1564,1,,484716,11,0,285,149,126,10,10,1627,1463,170261,672,2
8952,anshumanprajapati2000,7,2,1872,1,India,28191,10,0,1014,302,553,159,14,1660,1525,140570,364,2
9629,pradnyesh45,7,2,2101,0,India,291972,70,4,393,80,291,22,39,1657,1416,143526,2296,2
1588,Nandini_Naidu7,13,3,2177,0,India,147134,0,0,558,278,254,26,35,1908,1465,34821,385,2
